id,title,author,content
32,窗帘瞬间提高你的家居档次！,门窗定制安装,"拼接窗帘在装饰效果上更具个性化，可以根据整体家居装修的风格和个人的喜好来选择适合的材质及花色。近年来选择拼接窗帘的消费者有明显的上升趋势。那么制作拼接窗帘时，应该注意哪些方面呢?下面，小编就向您详细的介绍一下拼接窗帘的方法及注意事项，有兴趣的朋友一起来了解一下吧！拼接窗帘制作流程把布料摊平，检查分片的两条边与底边是否垂直。如不垂直要把两条边做适当的修整。预留卷底边量(12-15公分)后，向上画出要求的高度(拼接的款先剪去拼接的量)。找主花为基点，量出主花到要求高度的距离，然后按这个距离从每个基点向上量出与主花的平行线。预留2公分缝头，多余剪掉。同理往下画出底边。按加工单要求的尺寸画出每个配色布的尺寸，上下预留2公分缝头。把每一片配色布拼接起来，拼接的地方拷边。线头修干净(包括拷边线头)卷底边 。根据画好的线迹卷底边，卷的时候要下层拉紧，上层小用剪刀或者镊子稍推，是布料缝纫的缩量一致，保证卷好的底边不起扭不起链。如果新手不容易把握，可以先把底边熨好后再缝。如果布料高度不够需要包边，一定要用类似的颜色包底边。包边时把针迹调密。包完后检查上下是否都缝住，豁开的地方要修补好。在拼接好的布料的最"
33,圆珠笔绘,转个角拐个弯,好久没有用圆珠笔画啦，谢谢木子李的新教程。叶子画的是乱七八糟，成此画一大败笔^ _ ^^_^，下次继续努力啊！大半夜画的草稿，是真爱啊^ _ ^^_^
34,破风,oailuo33,但看见送快递的小哥骑着个小三轮从院子里出来，脸上也没什么特别的表情，想来那滩血迹跟院子里无关，肖宇就放心地回了屋。回屋后从纸箱里拿出一瓶可乐喝了两口，肖宇坐下来启动了电脑。没过一会儿，从远处传来拍门的声音。那声音由远及近，直到肖宇住的最靠里的201。肖宇想都没想，脱口而出：“谁？”外面没有回答，但拍门的声音更急促了一些。肖宇打开了门，眼前是个浑身是血，衣服被划的破破烂烂的男人，他满脸焦急地向肖宇说道：“救救我，求求你救救我。”肖宇看到这状况，一时间不知道该怎么办，本能地想关上门，男子按住了门，哀求道：“我给你钱，一万够不够，一万行吗？让我进去吧。”肖宇一听这话，觉得事情肯定不简单，更加想关上门。没想到男子不知道哪来的力气，一把推开肖宇闯进了门里，之后虚脱倒在地上。虽然丝毫不想牵涉进来，目前肖宇也只能先关了门。哪想没过多久，外面又响起拍门声。这次比之前粗鲁多了，准确地说应该是砸门，还伴随着踢门的声音，而且貌似还不止一人。坏了，肖宇想起男子身上的血，肯定会暴露的。果不其然，很快201的门就遭殃了。肖宇住的这种老房子，还装着木门，根本没什么抵抗力，门和墙连接处的粉簌簌往下落。肖宇赶紧找了一根
35,"Charles 4.2.1 破解for Mac and Win",h080294,"郑重声明，本文纯属技术交流讨论，请勿用于商业用途及传播非法信息！转帖请保留原创地址。更新日志：Version 4.2.122 November 2017Important bug fixesjar文件链接:链接:密码: d38wcharles-proxy-4.2.1.dmg 网盘链接：（强烈推荐官网下载！！！）链接:密码: tev9只测试了Mac版，理论上win也可用"
36,"绘画教程 | 如何画出有生命的山茶花",爱蜜部落,"关注 “爱蜜部落”，私信“教程”，送你一堂作品课全套教程白茶花代表纯真无邪记得和我们家"阿拉伯王子"早上去散步，看到公园里到处开满了茶花分外的美丽。烂漫的山茶，能在天寒地冻的早春绽蕾吐蕊，开到桃李芬芳的春天，给人们带来了春意，给生命带来了无限的希望。就这样偶就萌发了想画茶花的想法，哈哈！把时间留个自己，并且把它浪费在美好的事情上，让生活过的鲜活有趣，这次来教大家画白茶花。辉柏嘉绿盒油性彩铅，很专业级别得哦，叠色的效果特棒，可以叠加画出油画的质感，普通的彩铅是很难做到滴。想想涂滴都是人民币，你就认真画了吧Step1：2H铅笔画出花型主题花卉两朵含苞待放的白色茶花，搭配几支花骨朵儿，几片油绿色的叶子！这里要有个小技巧了就是用铅笔芯的金属管画出几道反光的的叶脉，纸面被刮出凹槽再涂上色就显现出来了。Step2：开始画叶子了先来涂一层橄榄绿色，轻轻的顺着叶脉转折的方向，涂抹出明暗面，花蕾也可以带上涂一层。开始深入塑造叶子了，我这里叠加了普兰色还有褐色，这样看起来叶子的色彩有了变化了！接着再叠加，这次是黑色然后是白色。这里大家肯定会很有疑问“黑色和白色？”对的。来给大家解释下：想要画出深深油绿色的"
37,正确的信念，对你爱不完,奇果果儿,信念是本质的事情，若信念错误会导致无法积极主动，无法分身，任何想要回应都好难。掌握了信念的层次，情绪和语言的层次就没有那么难了。一念之间，天壤不同，想要积极主动，一定要有正确的信念。人活着，是为了使命而来，时刻去发现“有点”这个大大的小偷，谨防它把你的使命谋杀掉。你设定的标准，决定着你的人生，不然就是有点的水平。：就是故意把自己扔在死胡同，自己无法意识得到，爱钻牛角尖。：就是错误的信念。执念和妄念这些都是限制性信念，把自己困在原地不能动。：喜欢以你的意愿为出发点，你期待这个事成就成，你希望这个事不成就不成，如果达不到的话，就会生气，就会带来情绪上来，信念带来情绪。应该就是绝对化，然后带着期望来了，对方不这么做，你的情绪就上来了，就会有强迫结果发生，结果不会发生，但你非要结果发生，结果就出问题了。想要进行情绪管理，就得时刻观察自己的信念，防止说成为应该的暴君。：如：一件事没有做好，就说一个人不好，越是能量不够，小我就会简化思考。闭嘴是一种美德。因为当你评价的时候，你的所有思维方式，都是去为了验证你的评价。非常可怕，缺乏一个底层信念，成长信念，特别的完美主义，是一种赌徒心态，希望一击即中，
38,海角七号,岁月里的天光云影,
39,自相矛盾,力牧,“自相矛盾”的故事相信大家都知道。楚国有一个卖矛和盾的人，一面吹嘘他的盾是最坚固的，没有任何东西能够刺穿它，一面又吹嘘他的矛是如何锋利，没有任何东西刺不穿。结果有人说，用你的矛刺你的盾，看结果会怎样？他就哑口无言了。有人借了这样一个故事来说明事物之间存在着不可调和的矛盾。事物之间果真的就存在着不可调和的矛盾么？请想想“自相矛盾”的自相矛盾是怎样产生的吧？从一开始，都是那个卖矛和盾的人在自说自话，一会说自己的盾坚不可摧，一会又说自己的矛无坚不越，而作为主角的矛和盾呢，始终是沉默的。即是说，所谓的无坚不摧或坚不可摧，都是人所赋予它们的，矛跟盾对上，也是人自己的行为，跟矛和盾本身根本没有一毛钱关系。而且，拿矛去刺盾，不是矛把盾刺穿，就是盾把矛顶了回去，这也只是一个过程，一个运动发展的过程，——矛和盾之间，也不存在自相矛盾的问题。也就是说，物存在本身并不存在任何矛盾，所谓的矛盾都是人为的，是人为了某种目的或某种需要而人为的把自己主观的观念强加于对象时所产生的一种对立。就是说，真正自相矛盾的反而是人，是我们的观念。
40,100%入库的2亿台与100%不入库的12万用户,haier_cd,"5月19日，海尔集团顺逛平台首发的“先行者”系列空调上市，首日预定量达到12万台，创下空调业新品首发当日最大预定量。值得注意的是，这些产品100%不入库，直达用户家中。业内人士认为，相对于2018年国内空调2亿台的产量，这12万台虽然只是沧海一粟，但是它的意义却更为重大，它意味着行业为库存而生产的传统模式结束，为用户而生产的新模式开启。消灭“库存”：需求弹性终结价格弹性海尔首发的“先行者”系列空调实现了从生产线上下来直接运到用户家中，与行业现状形成鲜明对比。数据显示，截止到 2019 年 1 月底，空调全行业库存总量达到 4700 多万台，达到新的历史高位。高位库存意味着高风险，企业无法抽身去研究消费需求、创新产品，用户买不到“新鲜”的产品并要为库存产生的各种费用买单。高位库存的本质是需求把握不准，这是企业面临的真正问题。行业企业如果不具备强大的数据捕捉能力，强大的制造能力只会制造“库存麻烦”。海尔“先行者”系列空调的首发引爆，给行业带来了一种新模式：消灭库存，下线即入户。零库存的本质是用户的拥抱。“先行者”系列空调折射出海尔另外一种做“爆款”的工业哲学——做“抱款”。据了解，区别于行"
41,【长篇小说】《挣扎》（上部）第二十一章,吮指一笑,21赵家余打开门，有点不敢相信自己的眼睛。苏老师，是你——苏锦急切地问，小桃呢？哦，她奶奶带她出去了。今天的事情，我想和你解释一下——真对不起！苏锦的眼圈又红了。赵家余赶忙往屋里让，苏老师你进来，别站在外面说话，门口风大。苏锦进了屋，接过赵家余递给她的杯子，轻轻说了声谢谢。她将热水焐在手中，感觉自己原本已经凉透的身体稍稍温暖了一些。赵家余点了根烟，反过来安慰她，是我们不好，给你添麻烦了！苏锦心里更加难过，用力地绞着自己的手指，真的，我不该那么做，不该骗孩子……平时，我还教育他们不要撒谎……小桃的情况就是这样，承认也好，不承认也罢，没什么可说的。学校这么做，我不怪你们。其实，能让她坐进这个教室，我们就谢天谢地了。赵家余有些黯然。他弹了弹烟灰，缓缓说，这世道，有时候啊要是不撒点谎，还真活不下去呢。我从来没有把小桃当成一个很特殊的孩子，苏锦盯着杯子中袅袅上升的热气对赵家余说，我觉得她比我们过得开心，我还有点羡慕她。羡慕？嗯，起码她有你这么爱她的父亲。换个人，还不知道会怎么样……苏锦想起了自己父亲，苦笑着说。当爹的不就这样吗？我是粗人，只认个死理。人和人之间就是个缘分，该好好待他的时候，掏心掏
42,女性误入婚姻禁区，把老公逼出轨,巨梨App,女人总是抱怨男人喜新厌旧，见异思迁，总是喜欢在外面沾花惹草，不是肉体出轨，就是精神出轨。但老公出轨，真的只是男人的原因吗?显然不是，很多时候往往是女人的问题导致老公出轨的。女人可以长得不漂亮，但千万不要太庸俗势利，像古代的三姑六婆，东家长西家短，狗眼看人低，见好处就想要，死要钱，没本事还一身的臭毛病，自以为是，不可一势，甚至骂街。摊上这样的妻子，等于摊上了一辈子的麻烦，是男人最大的不幸，跟这样的女人结婚，简直是进了地狱。在我看来，所谓的妻管严，根本不是婚姻应该有的样子，婚姻时男人女人没有所谓管的问题，不管是丈夫还是妻子，都是绝对平等的两个个体，既相互依存，又相互独立，在相互依恋的同时必须要一定的个人自由空间。当然这种自由空间要建立在自尊自爱并对得起对方的信任的基础上，但退一步说，即便对方对不住你的信任，靠管有用吗？你管得住吗？他又不是小孩，也许表面上看起来他在听你的，但多半是阳奉阴违，当面做一套，背后又是另一套，反而你得不到真实的情况，这岂不成了女人的悲哀？有的女人有一种潜意识，那就是嫁给他，又不是嫁给他家人，于是在言行举止中不知不觉间会无视丈夫的父母家人。显然，这又是一个误区，男人是
43,block下的weakSelf和strongSelf,wesk痕,"PS:虽然确实很忙，但自己确实变懒了，又好久没有写文章啦～～～下面记一篇开发过程中的小事，新来的人看了下面这段代码 又问我有了weakSelf  为什么还要加一个strongSelf。weakSelf只是弱引用，self对象被释放后，获取该对象也会被释放，它的属性会为空。block内strongSelf对weakSelf做了一层强引用，避免weakSelf被释放掉。也许这样的解释比较抽象。下面跑几段代码来看看控制台输出：总结：obj类对象被释放之后，该对象的属性为空，相对应的弱应用对象也会为空，则该对象属性testText为空了，这时候如果若有对该属性进行行为操作，就有可能出现crash。控制台输出：总结：经过一次__strong 来强引用之后，即使在block过程中obj被释放， weakObj和strongObj也能在本次的block中存在，这样还是能获取到对象的属性。这样我们能确定strongSelf的作用是:。为了避免在 block 的执行过程中，突然出现 self 被释放,导致出现若干异常!"
44,儿童智能gps定位器需要流量吗？一个月需消耗多少?,从南忘北,儿童智能gps定位监护器需要用流量吗？对于这个问题的回答是：儿童gps定位监护器是需要流量的，更准确的说现在的gps定位器系列的产品都是需要流量来传递定位信息的。至于儿童gps定位监护器为什么需要流量，儿童gps定位监护器一个月大概需要多少流量，我们这边一一来解释。儿童gps定位监护器为什么需要流量？首先，我们先简单了解下儿童gps定位监护器的定位原理。其实儿童gps定位监护器的工作原理是比较简单，就是儿童gps定位监护器通过接受GPS卫星发送的数据，然后通过把这些数据传送到地面的服务器解析后我们就能通过手机或者电脑实时地查看戴了儿童gps定位监护器的老人位置了。看文字可能不是很明白，那就用图来说明下，示下图：如图所示，儿童gps定位监护器在实现定位追踪的过程中需要把设备接收到的数据传输到服务器，只有完成这一步骤我们才能看到位置的哦，而怎么实现这些数据的传输呢，这时就需要用到SIM卡里的流量了。我们都知道SIM卡是具备通讯功能的，这一传输的介质我们平时管他叫做流量，也就是GPRS。如果儿童gps定位监护器里不插入SIM卡，那么定位数据就无法传输到服务器，我们也就无法在地图上看到配戴了的
45,spark-streaming-kafka之createDirectStream模式,luomoxyz,"最近一直在用directstream方式消费kafka中的数据，特此总结，整个代码工程分为三个部分一.  完整工程代码如下(某些地方特意做了说明, 这个代码的部分函数直接用的是spark-streaming-kafka-0.8_2.11)二. 工程的resources文件下的有个application.conf配置文件，其配置如下三.  配置文件中可以看到， 我把offset 保存在 mysql里，这里我定义了一个table 名称为streaming_task,  表的结构信息如下：一.  选用direct 的原因官方为spark提供了两种方式来消费kafka中的数据， 高阶api由kafka自己来来维护offset, 有篇blog总结的比较好第一种是利用 Kafka 消费者高级 API 在 Spark 的工作节点上创建消费者线程，订阅 Kafka 中的消息，数据会传输到 Spark 工作节点的执行器中，但是默认配置下这种方法在 Spark Job 出错时会导致数据丢失，如果要保证数据可靠性，需要在 Spark Streaming 中开启，也就是上文提到的 Kafka 用来保证数据可靠"
46,#猫群写作营day10#参加社群？想好了再做,糠小妮,2016年还剩三天，今年的总结和明年的计划，网上各种晒。看着大大小小超人们，成绩斐然的今年，雄心壮志的明年，以混吃混喝等死为主业的屌丝们是不是被燃得坐不住了，一个个摩拳擦掌跃跃欲试恨不得立马加几个社群，赶紧赚一个牛逼哄哄的明天？且慢！先看看一个过来人的体验报告吧。1、社群怎么选？IP营、BM、坚持星球、S成长会、新生大学、猫群……都是口碑和运营比较成功的知识群，每个群里诞生了无数的大小咖，似乎赶紧入群，下一个就是你。信息爆炸的时代，成功焦虑症泛滥，现代人容易贪心，老怕错失成功的密码，恨不得参加所有群。其实不然，不对等的关系很多时候是无效社交，如果你不能为别人提供价值，或者你提供的价值别人不认可，基本上多牛的群多厉害的群友跟你关系不大。就比如作为比尔·盖茨的邻居，不过是比别人多看见首富几次面。好的社群基本都有规范的机制，充实的内容，良好的互动。以我参加的剽悍一只猫的第三期猫群为例，读书、摄影、写作……每周都有一次高质量的大咖微课，认真听课、整理并实践就会花去不少精力，何况很多人还在读书或者工作，时间并不宽裕。两百多号猫友卧虎藏龙，语言、美食、健身、写文……稍不注意，聊天记录就是几百上千，
47,仿写“狗窝”,王灏颖,这是谁的卧室，真不像话。作业本居然在床上放。堆满了东西，还放着废纸。发了霉是那椅子。废纸，居然在抽屉里放。丢在地上的是他的笔袋。卷子折的像垃圾似的。桌子底下乱七八糟。书里夹着笔。水杯被留在了阳台上。口香糖粘在了桌上。一只叫嘟嘟的兔子跑到他被窝里。这是谁的主人真不像话。唐娜、罗伯、威利、还是什么？哦老天，怪不得他看上去是那么熟悉。
48,缓钟,别针,此刻时钟23.01刚刚好始终烟头燃烧的红点上的烟灰掉落在上衣的领口。腕表上走着不准的时针，分针，秒针，但还是在勉强走着。缓钟。离开故乡的一刻就走出来好孩子的襁褓，走向了好像万劫不复一复一日的不知道是哪。可能是诗与远方，可是谁又能走到那里。流浪歌手忘记了吉他，作家卖上了胸罩，学生吸上了香烟……时间慢慢的比想象的走的更慢，偷偷在角落看着的人也慢下来。很喜欢这样走不准针的缓钟。我是一个不二的学生。不爱学习缺爱读书。一点也不二，有一个梦想谁也不知道，不爱偷偷的笑，从不摘下路边树上的叶子。家里的事从不过问，他们就认为我不知道。什么都不知道，还有点不孝，原因是我的成绩与我的表象差的甚远。有两个可以像电影里扛枪打鬼子的兄弟。一个是正在我旁边床头听广播的别人的“炮友”。一个是在隔了两条街酷爱“睡觉”的蛮牛。“炮友”和“睡觉”说来是我们自己才明白的事。最主要的是我们三个都是坐在教室最后一排埋在书桌下别人不知道我们在做什么的人，他们永远不知道我们到底在做和他们无关和不正经的事。也不管别人的眼光，因为他们认为他们正确的知道了我们是弯的。时间时间慢慢的比想象的走的更慢，偷偷在角落看着的人也慢下来。很喜欢这样走
49,公交车上的感想,清气若兰,那天在公交车上，我的注意力无意中被一个工人吸引。他头戴一顶贴着888的布满灰的黄色头盔，手里拎着一只破旧的红色布袋，脚上扁平的帆布鞋沾满了灰，鞋上还蹦出几根线或许是因为经常洗的缘故。他佝偻着背，在人群中拉着扶手手里紧紧地拧着布袋。不一会儿有人下车，他拖着疲惫的身躯坐下了。双脚自然分开，不时的注视着公交车上的人。看到他的侧面，黝黑的皮肤，不过或许是脸上布满灰的缘故，使得脸似乎比脖颈略白。从后面看，他肩上衣服的颜色明显比背部衣服的颜色更淡，已经泛白，或许是经常背东西出汗水洗白的吧！我眼睛一直看着他，观察着他，思绪却飞到远方，我的爸爸现在应该下班了吧？他不会又被晒黑了吧？他的衣服洗了吗？自己独自在外面，白天上班，晚上还要拖着疲惫的身躯洗衣服，由于工地条件简陋，还得自己提水用手洗。爸爸，我一定会好好报答您的，请相信您的女儿！想着想着，又到站了，这时从后门挤上来一个穿着清新淡蓝色衬衣的大叔，他胳肢窝下夹着一支公文皮包，尖尖的皮鞋蹭亮。就站在之前那位工人叔叔的旁边，手抚着他的后背椅。他的头顶已经没有什么头发，不过神态很好，裤子提得很高腰间系着皮带腿显得很长。后来他找位子坐下了，两腿张得很开，一直看
50,"鱼~彩色圆珠笔绘         打卡24天",白日梦想家菲尤,我也不知道拍的时候怎么就横过来了，凑合看吧，勾画的时候不用那么太认真，大框差不多就行头部：橘，红，粉，黑上鳞：粉，橘，红，紫，灰（铅笔）下鳞：红，黑，紫，粉，灰（铅笔）尾部：红，粉，紫，黑，灰随时上色，随时把细节颜色勾画出来蜡笔化特效不错的加深所有颜色后，不知道为什么，拍出来的感觉就像恐怖小说里的死鱼，也许是光线的缘故？也有可能是我加特效的缘故？反正美图嗖一下就这样了
51,全部,我爱你女王,从第一次和你在一起，我便深深的爱上了你。你在我心里，在我生活里，在我生命里，就是全部。从来不敢想我的生活没有你。没有你，就像没有了生命。习惯了你对我的依偎。习惯了你对我的脾气。没有了这些，我生命只剩下呼吸。
52,第八天,Dawn咚咚锵,20:19首先呢，分享下我刚刚看的微信公众号（微言夜读）里喜欢的话，是我们教育学老师前几天在群里分享的，今天才看。今天就只有一节课，秘书理论。然而，我觉得自己今天有点孬，因为老师让我们组一个人上去和另一组的一个人实践演习。没有一个人愿意去，我也是。于是，有人采取了抓阄，不是我。看着小伙伴和另一组的“交锋”，再想想自己，自己真是太弱了，如果是我，肯定分分钟被对方秒了。他们都能随机应变，想说就说了。可是，我不可以，我想一件事情都要很久了，更别说这种及时处理的情况。我太胆小了，而且，我在随机应变能力这一块太差了！我该怎么做呢？我疑惑着。洗衣服的时候看了张钧甯演讲的视频，关于改变的。我觉得她讲得特别好。她之前是一位法学的学生，本来，如果她听从妈妈的话考取硕士，她可能现在会是个律师，或者教授之类的。可她，跳出了她的舒适圈，她从0做起，面试40次，才得到了演出的机会。我想说，她是成功的，她迈出的这一步没有错。她还说了她喜欢跑步，因为跑步留下汗水后，她觉得整个人都放松了。我也应该找到自己喜欢的事，走出我的舒适圈，迈出勇敢的一步。她有句话说得超级好：是的，我们为什么要让我们这一生每天活得一模一样呢！我
53,饮食不当可能会引起失眠,多其丽晚安酵素,1、如果晚餐丰盛油腻吃得太多太晚，延长胃内排空时间，胃、肠、肝、胆、胰等器官在餐后的紧张工作会传送信息给大脑，引起大脑活跃，并扩散到大脑皮层其他部位，致使夜里无法好好睡觉。2、喝酒导致睡眠变差。表面上睡前小酌一杯，可能让自己入睡更快，但是这样做付出的代价可能更大，比如你可能半夜醒来数次，这会导致睡眠质量严重受损，致使你的深睡期很短或几乎没有。因此这也是有酗酒习惯的人，花很多时间在床上，但是睡眠质量却很差的原因所在。3、食用过多产气的食物，可能致使夜晚不能安睡，辛辣食物干扰睡眠，辣椒、大蒜及生洋葱等辛辣的食物会造成某些人胃部灼热及消化不良，从而干扰睡眠。过多食用含咖啡因饮料或食物常是导致失眠的诱因。特别对于一些咖啡因敏感的人，即使只是午后的一杯热可可，也足以使之辗转难眠。此外，咖啡因的利尿作用也会使你想睡个好觉的希望落空。1、含咖啡因的食物如：咖啡奶茶，可乐等。很多人都知道，含咖啡因食物会刺激神经系统，还具有一定的利尿作用，是导致失眠的常见原因。2、辛辣食物如：麻辣小食，香蒜面包等。其实，除此以外，晚餐吃辛辣食物也是影响睡眠的重要原因。辣椒、大蒜、洋葱等会造成胃中有灼烧感和消化不良，进而
54,不要公开批评管理者,王荣增,"很多企业老板/高管身上有一个特点：非常严厉。他们常常在公开场合“劈头盖脸”给人一顿批评，甚至“不问青红皂白”，只要下属出了差错就是一顿骂，一点情面都不留，他们极少表扬人，绝大多数情况下是在指责人、埋怨人。不可思议的是，当他的员工们“咬牙切齿”地谈论他的这一特点，传到他那里时，他常常会不以为然，甚至觉得这正是他“追求完美”、“与众不同”的优点，也是他成功的一个因素，完全没有要改变的想法。虽然在8090后员工身上有“损友”这一说，甚至是说话越“刻薄”，越能体现双方关系的铁。而事实上，在社会中、企业中，他们常常最是需要得到老板/高管的认可。当他们刚刚走向管理岗位，囿于年龄、经验，加上手下员工与他们年龄基本相仿，甚至有比他大的长者，他们在员工当中事实上没有太多的威信的，在这样的环境下，他们是自卑多于自信，而如果作为企业老板/ 高管的你在公开场合指责他、批评他，那么他作为管理者的威信肯定树不起来，他的手下们就不太会把他的话当回事：你在老板那里像个孙子一样，凭什么来管我们？！自然他的工作就难以展开。因此，在我看来，企业老板/高管有一项非常重要的工作就是：帮助你的管理者（尤其是年轻的管理者）树威，而"
55,动物王国的成语故事——自相矛盾,创造与希望,山羊老师给大家讲完了关于鸡的成语，大家放学后还在热烈的互相讨论。小猪很着急的找到小狗，说“小狗小狗，明天早上你能到我家叫我起床，让我跟你和小象一起锻炼、学习吗？”“好啊，欢迎欢迎。刚刚小鸡也说想跟我们一起呢，不过小鸡说直接让他爸爸早上练唱歌的时候叫他起床，然后来找我和小象，你如果也一起的话，那我们可以采用的花样就更多，更有意思了”小狗兴奋的说，他对自己的队伍迅速壮大，感到非常高兴。第二天一大早，小鸡就跑来找小狗，发现小象也已经准备好了。小狗说“昨天小猪也让我叫上他，和咱们一起锻炼去”。“太好了！”小象和小鸡蹦蹦跳跳的跟着小狗一起来到小猪家门口。“小猪，小猪，快起床了”小狗一边敲门，一边叫道。门开了，小猪的妈妈走出来，”小朋友们，你们这么早找小猪有什么事吗？“小狗就说了昨天小猪的要求。“啊？小猪昨天晚上回家特别晚，说玩的太累了，今天早上让我比平时再晚点叫他起床，他想多睡会，连早饭都不打算吃了！”小猪的妈妈跟大家说。“那好吧，谢谢小猪妈妈，我们先去锻炼了”小狗只好拉着小鸡和小象，开始跑步了，他们三个在一起果然比只有小狗小象的时候更有趣。结果这一天，小猪居然迟到了几分钟，山羊老师知道他和小鸡
56,比特币由震荡上行转为震荡下行，3950能否守得住？,潭学区块链,昨日计划观望，我们来看一下实际行情在小时图上的表现：昨日计划观望一天，继续持有2019.3.21在3990介入的空单，止损依旧放在4030。昨天行情一度向上冲击，做了一个三次回测的动作，万幸的是4030的止损并没有被打掉。在向上回测之后，行情逐渐转震荡上行为震荡下行。天图的上升楔形被向下跌破之后，进行了两天多的震荡，目前整体稍微偏空一些。四小时逐渐由震荡上行转为震荡下行，若再向下跌破紫色上升趋势线，则有进一步下跌的可能性。交易计划：暂时先以观望为主，如果比特币有跌到3950一带时，可以先把3990的空单的止损移动到进场位置零风险持有，可以轻仓在3950尝试加仓，止损风险在1%以内。祝您交易顺利！
57,【工具癖征文】我的铅笔与草纸,王墨白的万物之屋,算数学题永远离不开草纸，在草纸上讲题，是近距离给学生表述意思的方式。尤其给小学生们讲相遇问题追击问题，外加综合列方程，真得需要大大的草纸和铅笔，让那些摸不着头脑的学生们看清楚已知怎么和未知结合在一起的，关系可以在脑海里面想象，但是展示出来会加深印象，如果关系复杂，不画出来真记不住，就像是警局破案一样，画出来，联系起来。起初，我并不怎么喜欢在草纸上讲题，因为总有一种地盘不够大的感觉，在黑板上写出来，老觉得那样看起来比较壮观。黑板是面对大众的，草纸就比较私人了。但是在草纸上讲题的时候，会发现，学生们受启发的突破点都是不一样，就算给十个学生分别讲一道题，也会在草纸上呈现出他们不尽相同的思考方式。草纸，就像他们美术课的图画本一样，一个命题，但是下笔的点都形色各异。当学生们到我这里算题的时候，草纸就像是我和他的共有物体。我一边用铅笔写，他们一边用铅笔来补充，感觉像是工程师们，在给自己的作品修修补补，看到有粗有细的线条，哪些是可以合并的，某一刻，就豁然开朗了。我多少有些排斥铅笔的，老觉得是给小孩子用的，大人，应该不会经常写错字，擦来擦去弄上一桌子橡皮渣，幼稚！因为给学生们讲题时间长了，才发觉铅笔有
58,郭靖黄蓉之桃花岛说亲（三）两人的心理活动,七种彩虹,"文/七种彩虹在宝应县黄蓉看到郭靖面对蒙古公主华筝过于亲密的关心，又听闻华筝道明了郭靖“金刀驸马”的身份后，蓉儿“蓝瘦香菇”，二回桃花岛。黄蓉自小娇憨顽皮，在岛上时往往高兴时大笑一场，不快活时哭哭闹闹，从来不知“愁”为何物。每每想起和郭靖相处的快乐时光，又想到郭靖和华筝有婚约在身，内心矛盾重重。不禁悲从中来，初次明白了这种相思的愁苦。这一天黄蓉早早起来，一番洗漱之后，她身着白衣，长发飘飘，头束金带，只是脸上颇有些憔悴。此时她来到一座石坟前，坟前墓碑上刻着“桃花岛女主冯氏埋香之冢”，黄蓉开启石坟机关进入墓中。黄蓉在冯氏画像下焚香祭拜，这冯氏不是别人正是黄蓉的娘亲冯衡，每当黄蓉遇到不顺心的事情，都会来到这里，对着娘亲说说话。黄蓉痴痴的说道:“爹爹教了我读那么多的书，告诉我那么多大道理，可是...可是蓉儿怎么都想不明白，为什么越是喜欢一个人，心里面就越疼呢？ 娘， 你能帮蓉儿想想吗？”黄蓉说着说着眼泪止不住流了下来低声继续说道:“靖哥哥说过要一直一直跟蓉儿在一起，可是现在突然出现一个蒙古公主，原来靖哥哥在大漠的时候，就已经被封了金刀驸马。娘，蓉儿该怎么办？”黄药师在一旁说道:“这个小畜生卑鄙无"
59,山水之间,我是一只没有脚的鸟,坚持原创分享第106天陆巷古村，被誉为“太湖第一古村落”。明代首辅王鏊（唐伯虎的老师）的故里。村中还有一条长达一里的明代古街，建有“探花、会元、解元”三座明代牌楼[1]。渔民们就生活在船上，依靠太湖水的滋养，世代繁衍。水乡的精致无处不在，古朴的城楼像在诉说千年的沧桑。
60,《任务103Git》任务产出汇总,lavender21,2016-12-15这是我对Git第二次学习，之前只是简单会用，对其原理不理解，这次学习对它的原理，.git目录下的文件都做了了解，明白了工作区，暂存区，本地仓库的意义。学习了ssh连接的配置，也学习使用了github上的issues功能，看来以后得多在github上发掘宝藏了。
61,"Spark-Streaming 流式数据处理",abel_cao,"目前为止，已经讨论了机器学习和批处理模式的数据挖掘。现在审视持续处理流数据，实时检测其中的事实和模式，好像从湖泊来到了河流。先研究一下不断改变的动态环境带来的挑战，在列出流处理应用的先决条件（如，与Twitter的TCP Sockets）之后， 结合Spark,  Kafka  and  Flume 把数据放入一个低延迟，高吞吐量，可缩放的处理流水线。要点如下:• 分析流式应用架构的挑战，约束和需求• 利用Spark  Streaming  从 TCP  socket 中处理实时数据• 连接 Twitter  服务，准实时解析 tweets• 使用 Spark,  Kafka 和 Flume 建立一个可靠，容错，可缩放，高吞吐量，低延迟的集成应用• 以  Lambda  和 Kappa  的架构范式结尾按照惯例,  先看一下最初的数据密集型应用架构，指明我们所感兴趣的 Spark  Streaming  模块的所处位置.下图着重指明了整体架构中的Spark  Streaming模块，Spark  SQL和 Spark MLlib：数据流可以来自股票市场的时序分析，企业交易，各种交互，事"
62,连泪,黄叶漫天,看河思海，海对面春暖花开。花开在故里，故里飘着炊烟。炊烟卷进风中。风中不含泪，泪该往哪看。
